2 of the 4 police departments rampaging through #Ferguson were trained by Israel in methods of domination and controlhttp://t.co/ztZUZpzHJb	1
NEW DEVELOPMENT: Pentagon supplied St. Louis County police with military-grade weapons.#Ferguson	1
JUST IN: #Ferguson Police Chief Thomas Jackson tells @RobinRoberts they will release the name of the police officer today	1
#BreakingNews #ferguson chief says the name of the officer that shot #MichaelBrown will be released this morninghttp://t.co/roXlFQ6EYA	1
KKK already raising money for the police officer who shot and killed #MikeBrown - #Fergusonhttp://t.co/VWkZXjHF7V	1
#Ferguson officials to release name of cop who shot Michael Brown on Friday http://t.co/x0P9yUhzUUhttp://t.co/Gk2DxncNov	1
COUNTDOWN: One hour until #Ferguson police release the name of the officer that shot#MichaelBrown.	1
At 8:00 police will release the name of the officer who shot Michael Brown.#Ferguson	1
Name of #Ferguson cop is expected to be released by 9 ET, police chief says: http://t.co/NhMsTgfzYi (J.B. Forbes, AP)http://t.co/7LU1iT1EKB	1
Developing: Police in #Ferguson expected to announce the name of the officer who killed unarmed teen Michael Brown within thehour.	1
#Ferguson cops beat man, charged him w/""property damage" for bleeding on their uniforms. Then they lied in court.http://t.co/B0DSHrIfA1	1
#Ferguson PD expected to release the name of officer who killed Mike Brown shortly. Watch herehttp://t.co/7XiK3mhlzZ	1
Police in #Ferguson plan to release name of officer who shot unarmed teen Michael Brown: http://t.co/oqns3yVfTxhttp://t.co/9fb09WUtdN	1
The name of the officer who fatally shot teenager #MichaelBrown will be released shortly. Watch CNN: http://t.co/0QL42wwP0v#Ferguson	1
http://t.co/Qwgr0uMaX4 Ferguson, Missouri, Police to Release Name of Officer in Fatal Shooting #Ferguson #FergusonShooting#FergusonRiot	1
BREAKING NEWS: NAME OF OFFICER WHO SHOT #MIKEBROWN - OFFICER DAREN WILSON -#Ferguson	1
BREAKING: Darren Wilson named as officer who fatally shot #MichaelBrown in#Ferguson	1
#Breaking: The officer involved in the shooting of Michael Brown is named Darren Wilson, #Ferguson police chiefsays.	1
BREAKING: #Ferguson police chief just announced that officer Darren Wilson shot the unarmed teen, MichaelBrown.	1
The name of the officer who shot #MikeBrown has been named. His name is Darren Wilson, a 6-year veteran of the #Ferguson policedepartment.	1
URGENT: Darren Wilson is the police officer who shot Mike Brown http://t.co/RZ1eYcKpiY #Fergusonhttp://t.co/D2HyKchWvq	1
BREAKING - #Ferguson's police chief has announced Darren Wilson as the cop who shot and killed #MikeBrown. (not the guy named byAnonymous)	1
First, #MikeBrown was accused of shoplifting. Now, it's a robbery? It's very telling how the #Ferguson PD keeps spewing lie afterlie.	1
BREAKING: #Ferguson police have identified Darren Wilson as the cop who shot and killed Michael Brown. More details tocome...	1
BREAKING: #Ferguson police chief names Darren Wilson in killing of unarmedteen	1
JUST IN: #Ferguson police identify officer who shot Michael Brownhttp://t.co/ynEjjl1uD1	1
Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road?LIE	1
That was very ""SLICK" of the Police Chief to create a narrative that #MikeBrown was a "suspect" in a robbery! #Ferguson	1
Let's be clear, #Ferguson PD never said Officer Darren Wilson was responding to robbery call before contact w/ #MikeBrown untiltoday.	1
Police name the officer who shot #Ferguson teenager #MichaelBrown. Watch: http://t.co/O76WptH1nE\nhttp://t.co/R6bxjsY9CZ	1
7) #MikeBrown was approached for mouthing off to a cop (both  #Ferguson PD &amp; eyewitness testimonies reflect this). NOT as a robberysuspect	1
Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions againsthim.	1
Because, of course, when someone commits a robbery they stroll down the middle of the street where everyone can see them.#Ferguson	1
REMINDER: #MikeBrown was a kid who just wanted to walk down a street. And for that, HE IS DEAD. Those are the facts.#Ferguson	1
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's thecriminal	1
Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed" robbery in#Ferguson	1
Hold on while Chief Jackson sprinkles a little crack on that Mike Brown crime scene ...#Ferguson	1
#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him acriminal.	1
BREAKING NEWS: According to documents released to the press, #MikeBrown was connected to an earlier robbery #Fergusonhttp://t.co/LuCR9711S0	1
I personally don't trust St. Louis County PD, and I think they waited all this time to forge and falsify evidence. #Ferguson#MikeBrown	1
Oh, a suspect in a robbery? That changes everything. Everyone knows summary execution is the penalty for suspicion of robbery#Ferguson	1
Every time the police talk, their story changes. I hate it.#Ferguson	1
2nd Video footage proving #Ferguson PD Chief lied on @Fox2Now RT @TheAnonMessage2: After moments of #MikeBrown death.http://t.co/5V8mTws9Ep	1
#Ferguson police say Michael Brown fit description of strong-arm robbery suspect http://t.co/bxXMNDzhe6	1
So the angel Michael Brown who is 6'4"" 290 is the robber of the convenience store! #Fergusonhttp://t.co/d81cQPHzbi	1
The surveillance tape the police have on TV DOESNT even look like anything near Canfield Green apts. #MIKEBROWN#Ferguson	1
The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3\n\n#Ferguson#MikeBrown	1
If there is surveillance of a robbery why release stills and not the video itself?#Ferguson	1
#Ferguson police hand out info to make Michael Brown seem like a thug. But nothing on how he was actually killed, interaction withofficer.	1
I'm NOT believing this story because I know how the police lie and will keep lying and will organize together AND LIE. #MIKEBROWN#Ferguson	1
It's not #MikeBrown in those #Ferguson police video stills. Not unless he changed his shoes after the robbery but before he met theofficer.	1
If Dorian Johnson is a suspect in a robbery that justified #DarrenWilson killing #MikeBrown, why hasn't Dorian been arrested?#Ferguson	1
Police in #Ferguson, once charged a man with destruction of property for bleeding on their uniforms while four of them allegedly beathim."	1
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUphttp://t.co/PHUofG7mJR	1
Bottom line: cops are supposed to use deadly force only when lives are at risk. You don't shoot robbery suspects.#Ferguson	1
So police narrative in #Ferguson is unarmed teen suspected in unarmed robbery was shot to death. We've still got a problem,Chief.	1
#Ferguson Police apparently has a history of fabrication. http://t.co/x1d3QTfEBx	1
MORE: #Ferguson police chief identifies Darren Wilson as cop who shot Michael Brown http://t.co/Qojlgp8mlchttp://t.co/mwZBmZjAst	1
Being shot 10 times in the street for stealing cigars is due process? No arrest. No trial. No conviction―just immediate execution.#Ferguson	1
the police version is also that #MikeBrown approached the officer. But if he had JUST robbed a store, why approach police??#Ferguson	1
An observation from yrs in practice - if it takes you 5 days to get your story out &amp; it doesn't make sense, it's probably not true#Ferguson	1
.....for a cover-up to be successful....you must first discredit thevictim.....\n\n#Ferguson	1
And I feel silly for pointing this out but...\n\nIn America we don't have  executions by gunfire for alleged robberies. #Ferguson#MikeBrown	1
So lets recap. No dashboard cam of the incident. But definitely photos of Michael Brown in a store. Funny how that happens #NMOS14#Ferguson	1
Cops were extra aggressive to incite fear and cause chaos, giving the #Ferguson PD time to destroy and/or manufacture any ""evidence"needed	1
The police chief is a 5 star general in projection, imagination and deflection...took a week to hatch this theory#Ferguson	1
Just did a google map search. There are 2 Quick Trips in #Ferguson and they are on opposite ends of the town. Did #MikeBrownteleport?	1
basically #Ferguson PD did an opposition research dump on mike brown, and not theirjobs	1
Did anyone think of comparing the clothes that #MikeBrown was wearing when he was laying on the street to the security footage?#Ferguson	1
In 2009 #Ferguson PD beat a black man, then charged him for getting blood on their uniforms http://t.co/Y1QTm1BZythttp://t.co/KcuZ5VFMOn	1
so #MikeBrown's hat disappeared and he changed into shoes right? #Fergusonhttp://t.co/2zu5sUH84S	1
so if he was with #DorianJohnson at the robbery why wasn't he in custody? All media outlets interviewed him before the police#Ferguson	1
The selective release of information by #Ferguson PD tells us nothing about the shooting. Instead appears to be a basic smearjob.	1
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guesshttp://t.co/8ZkvrHkApc	1
#Ferguson cops beat innocent man then charged him for bleeding on them: http://t.co/u1ot9Eh5Cq via @MichaelDalynychttp://t.co/AGJW2Pid1r	1
This is simple: IF #MikeBrown was a robbery suspect, why didn’t #Ferguson police say that on DAY ONE? Why wait sixdays?	1
#Ferguson PD releases robbery incident report smearing #MikeBrown but not shooting incident report. Did they think we wouldn’tnotice?	1
These surveillance images were taken at a convenience store 10 min. Before #MichaelBrown was shot Sat. #Fergusonhttp://t.co/mnReDcRfzz	1
DARREN WILSON\nMURDERED AN UNARMED TEEN\nLEFT HIS BODY IN THE STREET FOR 4 HRS\n\nAnything else isirrelevant.\n#MikeBrown\n#Ferguson\n#CoverUp	1
Let's not forget that even if Mike Brown did shoplift, that's not why police said he was stopped or why he was shot. #mikebrown#ferguson	1
So basically #Ferguson PD hijacked what was supposed to be a press conference about Darren Wilson to call Michael Brown a criminal#NMOS14	1
If Mike Brown was engaged in a robbery before being shot, why isn't his alleged accomplice under arrest? #Fergusonhttp://t.co/upMLU4bbK4	1
The surveillance photos, the police report, and this witness account. #Ferguson http://t.co/Sbx9tfA5FAhttp://t.co/JGgtaXYOxz	1
So in 5mins mike brown shaved his head and changed his scandals to shoes. I think your being lied too #Fergusonhttp://t.co/GSaYdYUhJr	1
Assuming #MichaelBrown and #DorianJohnson were involved in robbery, when can we expect President Obama's apology to the #FergusonPD?\n#tcot	1
Looks like #Ferguson PD spent their whole week on a smear campaign against #MikeBrown instead of investigating or being at allhelpful.	1
So a large Negro robbed a store and then the cops saw a large Negro.\n\nWHAT WERE THEY SUPPOSED TO DO?!?!\n\nPerhaps not execute him.#Ferguson	1
I'm not retweeting the pic of #MikeBrown's body, but evidently he lost the hat and changed his shoes and shorts. And lost ~40 lbs.#Ferguson	1
Photos of alleged robbery involving Michael Brown in #Ferguson (via police) http://t.co/gr83XTGO1thttp://t.co/7V34OtGYcn	1
Look at his arrive time on the report. This man was still in the store. Exlplain this. #Ferguson #FergusonShootinghttp://t.co/caOWNddXxa	1
The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She saidno.	1
Cigarettes on Staten Island. Cigars in #Ferguson. Are these seriously enough to take alife?	1
Witness to #Ferguson shooting atty confirms Brown took cigars from store.  Client told FBI he ""did take cigarillos"http://t.co/j9BARBU0c7	1
So in #Ferguson, robbing a convenience carries the death penalty. Gotit.	1
Arrived in Crestwood where officer Darren Wilson lives. When I knocked police officer rolled up and told me Wilson left days ago#Ferguson	1
It took the police 5 days to concoct this tale and this is what they came up with? #ninjaplease#ferguson	1
#Ferguson police once beat a man then charged him with destruction of property for bleeding on their uniformshttp://t.co/KbTFfyI8mw	1
Police have named the cop who shot Michael Brown. @alicesperi's latest report from #Ferguson: http://t.co/1K79nsOtx3http://t.co/cV3VCkUR6L	1
Shoot unarmed kid.\nConceal evidence.\nImpose martial law.\nHarass reporters.\nSmear the victim.\nWorst. Police. Ever.\n#Ferguson#MikeBrown	1
If #MikeBrown is indeed the robber, where’s the red ball cap? Sandals? Stolen cigars?#ferguson	1
The day #Ferguson cops beat a man and charged him with getting his blood on their uniforms http://t.co/JawJSRGJ9mhttp://t.co/B9lA31LLis	1
RT .@rolandsmartin: This is simple: IF #MikeBrown was a robbery suspect, why didn’t #Ferguson police say that on DAY ONE? Why wait sixdays?	1
They wanted u 2 believe that #TrayvonMartin was a criminal, #EricGarner a criminal, #RenishaMcBride a thief, &amp; now #MikeBrown#Ferguson	1
#Ferguson PD releases robbery incident report smearing #MikeBrown but not shooting incident report. Did they think we wouldn’tnotice?	1
Took a week, but we finally at the moment where Mike Brown Is officially a suspect in his own murder.#Ferguson	1
You release the robbery report and not the shooting report? Do you think we don't see you?#FergusonPD?	1
#Ferguson police once charged a man with property damage because his blood got on their uniforms when they beathim.\nhttp://t.co/vceyBKQgwv	1
Someone with better eyes than me please #checkthedatestamp on the bottom left photo. Isn't that JUNE? #Fergusonhttp://t.co/PTNuxY2v5B	1
Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists#Ferguson	1
#Ferguson PD charged a man with destruction of property for bleeding on their uniforms while 4 officers beat him."http://t.co/x4K1rHyXdn	1
The day #Ferguson cops beat a man and charged him with getting his blood on their uniforms http://t.co/P2mW9Nu8pB …http://t.co/6kBUzLXzFY	1
It appears that #Ferguson PD are trying to assassinate Mike Brown's character after literally assassinating MikeBrown.	1
Possible ""robbery" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh#Ferguson	1
Even if #MikeBrown was running down the street with a bag full of boosted goods, he deserved a trial. Not a street execution.#Ferguson	1
BREAKING: Lawyer says that Brown's friend confirms that he did take the cigarillos (via. MSNBC) http://t.co/G6wckF1hVm#Ferguson	1
The ""Robbery" Incident Report released by #Ferguson PD today is sketchy at best. What stood out? NAMING #MikeBrown. How did theyknow?	1
This isn't the first time #Ferguson PD lied. Read this article.http://t.co/3miqibGdzQ	1
Every incident report I've seen says ""the suspect was X," "the suspect did Y." On the #Ferguson report, #MikeBrown is ALREADY NAMED.HOW??	1
Do you understand what I'm saying? How had they already determined #MikeBrown was the suspect when the #Ferguson report waswritten?	1
*IF* the report was written same day as the shooting, as bungling as #Ferguson cops have been, we're to believe they had #MikeBrown'sname?	1
#Ferguson PD made #MikeBrown the suspect in that ""robbery" police report. ON WHAT BASIS DID THEY NAME HIM? Unless it was writtenafter....	1
Michael Brown was suspected of robbing store in #Ferguson before being shot, say police http://t.co/KUZQGasFgAhttp://t.co/TjuEVB8z5m	1
#Ferguson Chief confirmed name of officer who shot #MichaelBrown is Darren Wilson.@ksdknews	1
Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009http://t.co/kLB4im10qo	1
#Ferguson police say shooting death of Michael Brown came after teen was suspect in robbery: http://t.co/KSXV15Y5ywhttp://t.co/qi7Z5SUWtS	1
#Ferguson cops beat this man – then charged him for getting blood on their uniforms http://t.co/oLmNINLm1xhttp://t.co/x6dnPvSU5H	1
If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown#ferguson	1
The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gnAlHsS7tuhttp://t.co/vpqnDDVd2u	1
#Ferguson PD beat, &amp; charged innocent man with ""Property Damage" for bleeding on officer's clothes @YourAnonNews http://t.co/cdyvEIzZRw	1
Violence, brutality, suppression of free speech. Attacks on journalists. \n\nYeah. Let's believe everything the Police say.#Ferguson	1
42) Is the #Ferguson investigation trying to get all of the facts to find the truth or trying to cover theirbehinds?	1
Why would the officer tell #MikeBrown to get out of the street if he was a suspect?#Ferguson	1
Alleged theft of cigars is not a reason to shoot dead an unarmed teenager. #MichaelBrown#Ferguson	1
Let's be serious, it took 5 days to release the incident report because it took 5 days to create the incident.#Ferguson	1
!! #Ferguson cops once nabbed wrong man but charged him w/ property damage for bleeding on uniforms-they had beat himhttp://t.co/p5TRiQtWFY	1
Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009http://t.co/zmzd813Jzb	1
All weekend ppl will be talking about the ""robbery" instead of the shooting bc #Ferguson PD didn't release any info about theshooting.	1
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait.#Ferguson	1
Disgusting: MO chapter of Klan raising money as “reward” for the officer killing #MikeBrown. #Ferguson #UniteBluehttp://t.co/xRCCazRSFs	1
#Ferguson police say Michael Brown was robbery suspect, which totally explains why he got the death penalty without atrial.	1
If you can justify shooting an unarmed teenager by saying ""he might have been committing a misdemeanor" you are a fucking asshole.#Ferguson	1
WATCH: Surveillance Video of Strong-Arm Robbery Linked to Michael Brown #Fergusonhttp://t.co/6fjtzxU063	1
Family of Michael Brown slams #Ferguson police chief's ""devious" attempt to "blame the victim" http://t.co/4V3uWtShQHhttp://t.co/GBnglBgJmo	1
#Ferguson police are embarking on what can only be described as an elaborate smear campaign of Michael Brownhttp://t.co/SaLZExqR1D	1
Wait wasn't Michael Brown stopped because of a routine patrol? Police can't even keep their stories straight. #Ferguson@OpFerguson	1
From jaywalking to strong-arm robbery. \n\nMhm...#Ferguson	1
Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty forshoplifting"	1
Sooooooo Chief of #Ferguson lied and said that an ambulance was on the scene? #OpFerguson @OpFerguson @YourAnonNewshttp://t.co/1XX6A5Mt9x	1
@smokey: "You can't jump over a murder &amp; talk to me about some cigars…"  @thereval @newsone #Ferguson"#KeepingItRealRadio	1
New link: #Ferguson police release video they say shows a robbery involving #MichaelBrown: http://t.co/GMDuU33oedhttp://t.co/RaAWvjcWNu	1
Why was #Ferguson PD still looking for the suspect 7 hours after Michael Brown had been killed?http://t.co/xmMMBBN5nT	1
#Ferguson cops beat innocent man, then charged him with bleeding on their uniforms http://t.co/JUQ3pKvbCmhttp://t.co/pByb9IUqew	1
You'd think it would've been more newsworthy when Missouri got rid of due process and made shoplifting a capital crime #Ferguson#MikeBrown	1
#MikeBrown's family calls it ""devious" the way the police chief released info meant to "assassinate" their son's character.#Ferguson	1
In 2009, #Ferguson police beat a man and charged him for bleeding on them:http://t.co/KzF6Z1l0UK	1
Boom RT @newsneighbor Why was #Ferguson PD still looking for the suspect 7 hours after Michael Brown had been killed?http://t.co/4TH5aFsge2	1
Educated guess: possible reason they didn't release shooter's incident report--he didn't write one on advice of his lawyer.#Ferguson	1
ICYMI: The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3\n\n#Ferguson#MikeBrown	1
#Ferguson police chief now says that the robbery DOES NOT relate to the initial contact between Darren Wilson and MichaelBrown	1
Chief Jackson: initial contact between officer and #MikeBrown was not related to robbery.#Ferguson	1
#Ferguson police chief just confirmed that officer's interaction with Michael Brown NOT related to therobbery.	1
#Ferguson Police Chief: The initial contact between #DarrenWilson and #MikeBrown was NOT related to the alleged theft ofcigars.	1
Why release the report about the robbery if it's not related to the contact with the cop who shot him? This all stinks.#Ferguson	1
WOW RT @themarkberman: ""The initial contact between the officer and Mr. Brown was not related to the robbery," #Ferguson police chiefsays	1
I know his initial contact was not related to the robbery," #Ferguson chief says. "It was related to blocking theroad."	1
BOMBSHELL: #Ferguson chief says the police officer might not have even known about the robbery when he shot and killed MichaelBrown.	1
Chief Jackson: officer was not aware that #MikeBrown was a robbery suspect.#Ferguson	1
Chief seems to make it very clear that shooter did NOT write an incident report. 5th Amendment.#Ferguson	1
#Ferguson Police Chief confirms when officer stopped #MikeBrown, he was not aware he was a suspect in arobbery.	1
Q: Why did he stop Michael Brown? ""Because he was walking down the middle of the street," #Ferguson chiefsays.	1
The #Ferguson police chief confirmed the stop of #MikeBrown had absolutely nothing to do with the alleged convenience storerobbery.	1
The officer who shot #MikeBrown did NOT know he was a suspect in a robbery, according to #Ferguson police chief. They were notrelated.	1
This #Ferguson PD chief press conference is AMAZING... he just ADMITTED Darren Wilson stopped him bc of thejaywalking.	1
Police chief said officer who shot Brown didn't know about any robbery#ferguson	1
Exactly. Why release the video if stopping Mike Brown was not related to the robbery? JESUS CHRIST THIS IS BAD.#Ferguson	1
Q: ""why did he stop Michael Brown?" \n\n#Ferguson Police Chief: "because they were walking down the middle of the street blockingtraffic"	1
Lawyers for police in bad shootings often advise shooters not to write reports or even speak to commanders or investigators.#Ferguson	1
#Ferguson police chief says he released the robbery video because he was getting FOIA requests for it. How did anyone know to requestit?	1
Asked why he released surveillance video of robbery, Chief Jackson responds, ""because the press asked for it." #MikeBrown#Ferguson	1
Chief Jackson: officer Darren Wilson stopped #MikeBrown initially because he was in the street and blocking traffic.#Ferguson	1
the media didn't even know the video existed, but he just said they requested it? DUDE.#Ferguson	1
Wow! What was the point of bring out the robbery footage today if it had nothing to do with Michael Brown being stopped?#Ferguson	1
so ... they clearly released that video  only to shame &amp; blame the victim. #Ferguson#MikeBrown	1
So since we now know the officer knew nothing abt a robbery, we must ask why those tapes were released? #Ferguson. But we knowwhy.	1
Key point: Officer Wilson was not aware that #MikeBrown was a robbery suspect. It will be key in establishing his state of mind.#Ferguson	1
shorter #ferguson pd: ""damn, we thought we could dirty up this guys name, we didn't think you guys wouldCHECK"	1
Ferguson PD now admits that Darren Wilson didn't know anything about the store robbery when he stopped Mike Brown! This is bad!#Ferguson	1
Cop who shot Brown did not know he was a robbery suspect, #Ferguson police chief says http://t.co/9pWsMI9HOjhttp://t.co/urxcAQk7Uy	1
The #Ferguson police chief just basically confirmed #MikeBrown was gunned to death for the crime of walking in thestreet?\n\nHorrific.	1
What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid.#ferguson	1
They released that information this morning about the robbery KNOWING #MikeBrown wasn't stopped for it? Explain why. EXPLAIN. WHY.#Ferguson	1
So, to sum up: 1) Darren Wilson KNEW NOTHING of the robbery, 2) shot #MikeBrown over jaywalking, and 3) was allowed to escape#Ferguson.	1
#Ferguson chief said the officer was unaware of any robbery &amp; stopped #MikeBrown for jay walking. #TheJighttp://t.co/uLWzIJH5WJ	1
Are we supposed to be cool &amp; remain calm when the police after MURDERING a teenager SLANDER him to hide the killing behind racism?#Ferguson	1
#Ferguson police chief says officer Darren Wilson didn't know #MikeBrown was a robbery suspecthttp://t.co/SbpxzwwZWs	1
They desecrated #mikebrown's body then they desecrated his memory and plight for justice. \n\nEXPLAIN THIS. \n\n#Ferguson#DONTSHOOT	1
I'm so disgusted. #Ferguson RT @ZandarVTS: This has now devolved into the worst police shooting cover-up attempt in UShistory.	1
Report: #Ferguson cop identified as unarmed teen's killer skipped town days agohttp://t.co/5GQvgcw3LJ	1
VIDEO Police release surveillance tape from #Ferguson store related to #MichaelBrown: http://t.co/hEIdfPTX60http://t.co/CIM7L6TJND	1
Increasingly seems like #Ferguson police dept. spent all week playing dress-up, couldn't even be bothered to get its storystraight	1
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL#Ferguson	1
#Ferguson Police Chief says #MikeBrown was stopped because he was walking in road NOT because he was suspected of stealingcigars.	1
Oh, whoops, the robbery had nothing to do with #MikeBrown being stopped, but at least now half of America thinks it did. - #FergusonPD	1
.@CNN KEEPS playing the video while saying it has nothing to do with the murder of #MikeBrown this is PSYCHOLOGICAL WARFAE.#FERGUSON	1
If anyone's looking for a reason to murder me execution-style in the street, I stole a coke from a Walmart when I was 19.#Ferguson	1
UPDATE - Shooter #DarrenWilson didn't know #MikeBrown was a robbery suspect: #Ferguson http://t.co/p05krSfaXLhttp://t.co/R8CJVoTvex	1
This is what #Ferguson PD did to #HenryDavis in 2009 when they mistook him for a man with an outstanding warranthttp://t.co/ZdHpyHfrCh	1
Since FBI is investigating the shooting, isn't Darren Wilson a fugitive &amp; the cops who let him leave accessories after the fact?#Ferguson	1
to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police.#Ferguson	1
People got even angrier after the admission that the #Ferguson store theft had nothing to do with why Brown was stopped byWilson.	1
